Respondent ID,Region,ETA Office,Topic,Question,Answer,Score
144244257,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144244498,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144245999,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144246426,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144246920,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144247222,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144247445,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,B-Average,2
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144243314,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144243488,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144243693,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144243989,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144244257,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144244498,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144245999,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144246426,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144246920,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144247222,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144247445,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144247617,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144247803,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,B-Average,2
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144243124,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144243314,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144243488,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144243693,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144243989,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144244257,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,B-Average,2
144246426,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Change Management,C-Good,3
144246920,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Change Management,C-Good,3
144247222,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Change Management,C-Good,3
144247445,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144247617,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144247803,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144248843,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Change Management,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Change Management,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Change Management,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Change Management,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Change Management,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Change Management,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The amount of learning I experience in this training was,Change Management,C-Good,3
144250515,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Change Management,C-Good,3
144250631,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Change Management,C-Good,3
144250749,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Change Management,C-Good,3
144247803,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144248843,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250515,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250631,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250749,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250863,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144250975,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Connecting the Dots,C-Good,3
144247617,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144247803,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144248843,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250515,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250631,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250749,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250863,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144250975,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Measuring Our Success,C-Good,3
144248843,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250515,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250631,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250749,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250863,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144250975,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144251096,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144251194,Chicago,Office of Apprenticeship,The amount of learning I experience in this training was,Uncovering the Impact of WIOA,C-Good,3
144244498,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Regionalism,C-Good,3
144245999,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Regionalism,C-Good,3
144246426,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Regionalism,C-Good,3
144246920,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Regionalism,C-Good,3
144247222,Chicago,Office of State Systems- UI,The amount of learning I experience in this training was,Regionalism,C-Good,3
144247445,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144247617,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144247803,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144248843,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144249039,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144249170,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144249284,Chicago,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experience in this training was,Regionalism,C-Good,3
144249445,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Regionalism,C-Good,3
144249643,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Regionalism,C-Good,3
144249849,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Regionalism,C-Good,3
144250075,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Regionalism,C-Good,3
144250303,Chicago,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experience in this training was,Regionalism,C-Good,3
144250384,Chicago,Office of the Regional Administrator (ORA),The amount of learning I experience in this training was,Regionalism,C-Good,3
144250515,Chicago,Office of Job Corps,The amount of learning I experience in this training was,Regionalism,C-Good,3
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Change Management,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Change Management,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Connecting the Dots,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Connecting the Dots,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Measuring Our Success,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Measuring Our Success,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Measuring Our Success,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,A-Bad,1
144242920,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Uncovering the Impact of WIOA,A-Bad,1
144242562,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,A-Bad,1
144242768,Chicago,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experience in this training was,Regionalism,A-Bad,1
141019088,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019237,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019356,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019459,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019577,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019668,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019752,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141019957,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141020039,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141020132,Atlanta,Office of Apprenticeship,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141020220,Atlanta,OTAA,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Change Management,D-Excellent,4
141018215,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141018380,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141018524,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141018714,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141018952,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019088,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019237,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019356,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019459,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019577,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019668,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019752,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141019957,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141020039,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141020132,Atlanta,Office of Apprenticeship,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141020220,Atlanta,OTAA,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Connecting the Dots,D-Excellent,4
141017466,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141017642,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141017776,Atlanta,"Office of State Systems (OSS)-WIOA, WP, etc","The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018016,Atlanta,Office of State Systems- UI,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018215,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018380,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018524,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018714,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018952,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019088,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019237,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019356,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019459,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019577,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019668,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019752,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141019957,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141020039,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141020132,Atlanta,Office of Apprenticeship,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141020220,Atlanta,OTAA,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",In Their Shoes,D-Excellent,4
141018380,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141018524,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141018714,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141018952,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019088,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019237,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019356,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019459,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019577,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019668,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019752,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141019957,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141020039,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Measuring Our Success,D-Excellent,4
141018524,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141018714,Atlanta,Office of Special Initiatives and Demonstrations (OSID),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141018952,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019088,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019237,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019356,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019459,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019577,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019668,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019752,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019957,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141020039,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141020132,Atlanta,Office of Apprenticeship,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141020220,Atlanta,OTAA,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",The Art of Technical Assistance,D-Excellent,4
141019088,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019237,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019356,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019459,Atlanta,Division of Financial Management & Administrative Services (DFMAS),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019577,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019668,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019752,Atlanta,Office of the Regional Administrator (ORA),"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
141019957,Atlanta,Office of Job Corps,"The degree to which the trainer encouraged group cohesiveness, trust, and responsiveness was",Uncovering the Impact of WIOA,D-Excellent,4
